cleaned_comment,label_manual
bedanya para aktifis lingkungan dan pembuat kebijakan adalah kalau aktifis berfikir utk 100 tahun kedepan kalau pembuat kebijakan hanya berfikir utk 5 10 tahun kedepan,0.0
aktifis lingkungan pertimbangan nya fokus pada bidang lingkungan saja sedangkan pemerintah selain fokus pada lingkungan juga harus fokus pada ekonomi pembukaan lapangan kerja penuntasan kemiskinan tata kelola ruang dan lingkungan industri dan masih banyak lagi makanya susah,1.0
hal ini tak terelakkanseperti perkiraan dan imajinasi para movie makernovel dsb bumi ke depannya bakal susah ditempati manusiadan penyesalan selalu muncul bak super hero telat datangnyasalut buat segelintir orang2 yg berusaha menjaga bumi mereka dikeroyok 1 vs banyak kepentingan para elits yg dilindungi negara setidaknya gua udah liat byk keindahan bumi dari nat geo bbc earth dsbbye2 beautiful earth u will be missed a lot in due time,0.0
otak pejabat tak sampai pemikiran nya kesitu embakarna memang jadi pejabatbukan karna jenius brlian melain kan karna duitjadi isi otak nya cuman duitwiwikitu ajayang jenius baru1dokter yang bisa ciptakan alat trapi ituitu pun di benci ya maklumsirik tanda tak mampuorang seperti iti bacocok mrntri kesehatankarna memang otak nya sehat,0.0
kalo seperti ini pemerintah harus bertanggungjawab untuk membuat regulasi deforestasi dan menegakan pengawasan seketat mungkin agar hal ini bisa di reduce karena resiko nya makin lama akan semakin besar parahterutama perusahaan yang nakal mereka dengan enaknya mendapatkan konsesi hutan tanpa adanya pengembalian alam ke bentuk aslinya kebanyakan mereka setelah habis ditinggalkan begitu aja mereka kabur dan pergi ke tempat baru,0.0
gedhe juga yaa banjirnya padahal termasuk daerah daratan tinggi,1.0
cukong dan pejabat serakah cepat lengser,0.0
sdah cukup besar pengorbanan hutan kalimantan untuk sawit tetapi knpa minyak goreng nya msih mahal jga ya,1.0
narasi seperti ini perlu digaungkan karena narasi yang beredar di masyarakat kalimantan menganggap bertambahnya aktivitas pertambangan berdampak baik bagi mereka karena ada sebagian lahan mereka yang dapat ganti rugi dan tersedianya lapangan pekerjaan bagi penduduk lokal maupun dari luar provinsi yang mereka lupa adalah efek jangka panjang dari deforestasi semoga isue yang di angkat selanjutnya adalah masalah ilegal tambang di kalimantan yang tentunya menjadi salah satu penyebab deforestasisalam dari kalimantan tengah,1.0
mana ada yang perduli mas mas kami di kalimantan ini sudah di bungkam mulut kami oleh pemerintah daerahkalau kami terlalu banyak omong kami di intimidasimana ada yg perduli kalau kami di intimidasi leboh baik sama sama cari aman,0.0
kok bisa keluar ya izin amdal nya ke perusahaan perusahaan tersebut,1.0
pr kita bersama seluruh warga dunia deforestasi sudah sejak manusia pertama ada terlebih setelah revolusi industri pertama di eropa sepertinya hutan di sana sudah hampir habis tertelan oleh lahan pertanian dan perkebunan bukan mengecilkan peran pemerintah dan rakyat indonesia hanya membesarkan view saja,0.0
sawit biang keroknya,0.0
pembangunan ekonomi dan insfrastruktur merata berkedok perusakan hutanlihat aja ntar ikn klo sudah jadi siapa yg diuntungin rakyat golongan tertentu,0.0
indahnya indonesiaku,2.0
udah babat aja semua biar eropa krisis cuaca jadilah indonesia negara adikuasa,0.0
berbenturan dgn kebutuhan manusia yg tdk bisa lepas dari alam misal manusia butuh minyak goreng butuh batubara butuh gas alam butuh kayu dll mau tdk mau alam sprti hutan memang perlu dikorbankan klau tdk dikorbankan kita tdk bisa melihat bimoli batubara kertas dll,2.0
dimanfaatkan asal tidak berlebihan dan ada usaha untuk pelestarian yang ini sepertinya sudah di luar batas dan tidak bisa dinikmati warga lokal malah bencana yg ada,1.0
hanya bisa bilang hancur paru2 dunia,0.0
seperti lagu iwan fals quotisi rimba tak ada tempat berpijak lagiquot lirik nya quotmendengar gergaji tak pernah berhenti demi kantong pribadi tak ingat rejeki generasi nantiquot,1.0
yahhh begitulahhsedih liat alam sekarang sudah sepantasnya bencana yang mengurangi populasi manusia serakah,0.0
bodo amat yang penting pejabatpejabat kaya mau indonesia hancur mereka tinggal kabur ke luar negeri dan menghabiskan masa hidup mewah di pulau tropis,0.0
makanya insyur perhutani di ugm ga luluslahhh hutan ditebangibener elo ga pernah sekolahbener ui julukan dengan quotking of lip servicequot,0.0
ngomongin anis ini ya,1.0
alean13 kok yaa masih ada orang indonesia kyk gituapa kita harus undang pesulap merah untuk membongkar nyahuahahahahaa,1.0
bakriebakron266 kok ada orang indonesia kemakan omongan buzer politik selow tiap orang ada plus minusnya,1.0
sulit mencari orang yang peduli akan hutan,0.0
kalimantan barat sintang khususnya tempat sy tinggal benerquot berbeda dengan suhu dulu tahun 2000an sekarang malam aja bisa keringetan brok panas padahal tahun 2003 kalo malam sejuknya bukan maen,0.0
keluhan rakyat kalimantan mungkin di tutupi tapi kata2 jin buang anak hanya segelintir orang yg pro rezim yg mempermasalhkannya dengan bawa2 rakyat kalimantansesungguhnya mungkin terbalik,0.0
aku kangen harrison ford yang ngomelin menteri klh di masa lalu,1.0
mna suara nya orng kalimantan,1.0
ngk ada cuma kmuh ha,1.0
ini pemerintah punya kerjamerompak,1.0
semua ini fakta yg disampaikan tim narasi saudara saya yg tgal di palangkaraya blng pohon besarquot hutan lebat di tebang di ganti tanaman seperti singkong imbas kerjasama pemerintah dgn perusahaan pangan luar negeri pas banjir kemarin jalan palangkaraya sampit sampe hancur sulit di lewati,0.0
makin ke sini makin ke sana yah pejabat tuh kyk gak punya hati atau gi mn sih mereka di gaji leih dari orang kebanyakan supaya menentukan arahan yang benar malah korupsi terus mereka apa gak mikir orang sekitar emang kalo hutan gundul mereka mau tingga di lahan tandus gitu seperti dunia ini miliki mereka senediri dah pingin gw tampol asli udh gedek gw,0.0
bukan kah pohon sawit juga melakukan potoaintesis sehingga menghasilkan oksigen kembali,0.0
padi jg fotosintesis tetep aja hutan industri tidak bisa menggantikan hutan alami heterogen terutama dalam produksi oksigen,1.0
jir gw kaya raja yg membaca dan menerima informasi dari satuan rahasia wkwkwkkkrenbaiklah quotlanjutkan menebang,0.0
sudah jelas merusak lingkungan tapi masih dibela2 hadehhhh,0.0
pemerintahan jokowi adalah pemerintahan pengusaha tambang dan sawit,0.0
yang di untung kan segelintir orang yang kena imbasnya 1 pulau kalimantan,0.0
yg membabat hutan kalimantan adalah orang orang elit dan orang luar kalimantan selama ini masyarakat adat kalimantan sudah banyak menolah karena merusak hutan adat tapi apa yg terjadi banyak warga ditangkap dan dipenjarakan seperti kasus kikipankemudian kalian bilang orang kalimantan diam saja,0.0
brarti enggak jadi cuan dong pada saat negara untung di saat yang sama negara rugi karena infrastruktur rusak lagi,0.0
kenapa gak di buka aja siapa saja yg punya perusahaan2 brengsek dan afiliasinya si minuda tanggung ini,1.0
knp foto mbah harto disandingkan dgn jkw bkn krn sama merakyat tp krn jiwa quotbisnisquot nya sama dalam melihat kalimantan,1.0
pffft,1.0
adu gengsi dan keserakahan,0.0
ikn itu sendiri yang bakalan jadi pembuka exploitasi terang terangan nantinya dan akan di anggap wajar karena narasinya quot ga mungkin donk ikn di kelilingi hutan,2.0
ikn konsepnnya hutan kota to om,1.0
fredyoksana9476 kan itu konsepnya kedepannya kan kita gak tau kayak gak tau pemerintah aja,1.0
lusiyani7313 ya kan aturanua begitu,1.0
tumben narasi nya ngk yambung,0.0
jadi solusinya apa yang saya tahu eropa sama amerika hutan hujannya sudah abis karena mereka sendiri amerika dan brazil juga ada kesepakatan dimana hutang brazil diubah jadi investasi untuk mempertahankan hutan di brazil yang dibutuhkan karena quotparuparuquot dunia nah indonesia harusnya juga bisa pakai keuntungan ini kita punya hutannya amerika dan eropa butuh hutan itu karena dampak iklimnya kerasa sekali ke mereka tinggal pintarpintarnya pemerintah aja misal nih amerika dan eropa harus ngasih setoran besar untuk indonesia karena kan hutan kita salah satu paruparu dunia ini tulisan asal aja pernah baca soalnya tapi lupa dimana semoga ada solusi untuk semua ini karena bingung juga ekonomi indonesia lagi berkembang,0.0
sudah bang negara2 maju sudah ngasih dana quothibahquot ke indonesia buat konservasi ada cari aja tp ya tinggal eksekusinya aja buat apa aja dananya,1.0
habis dari mana org rainforest amerika dkk masih ada,1.0
hidup ikn biar dunia nga bisa napas yak eh indonesia bagian dari dunia pinter banget presiden indonesia joss gandoz pandangan masa depannya hehe,0.0
penjajahan versi politik menggunakan orang dalampejabatnya koruprakyatnya dibunuhampdisengsarakan,0.0
ganti presiden 2024,1.0
ya kn emg ada pemilu kwkw,1.0
penyebaran penduduk tdk meratakalau hutan diluar jawa tdk blh dibuka maka ekonomi hanya berputar di jawa kpn terjadi pemerataan ekonomi dan keadilan pembangunan,1.0
saya warga berau sangat setuju bahwa pembukaan lahan sawit di sini sangat pesat dan itu berdampak sekali dari iklim beberapa tahun terakhir yang semakin memanas,0.0
tidak belajar dri jakartatrus kalimantan mau di jadikan jakarta ke dua abis itu mana lagi,1.0
bagus dong jd pusat ekonomi kan maksudnya,2.0
kalimantan itu hancur krn pembukaan lahan besar²an untuk korporasi perkebunan sawit wilayah² hulu yg dlnya hutan penyangga berubah jd ladang sawit jd gak heran sjk marak sawit banjir pun jg makin sering melanda kalimantan,0.0
sjw sok jadi warriorkenapa terjadi penebangan hutan inilah bebebarap alasanya 1 pohon di olah jadi kertas mebel bahan bangunan2 tanah di olah jadi batu bata gerabah genteng3 di bawah tanah ada mineral batu bara dan batu mulia4 terjadi urbanisasi pembebasan lahan perkebunanjadi jika memang tidak ingin hutan di tebang hiduplah telanjang seperti zaman purba yg tidak perlu membuat rumah dari pohon dan tanah menaiki kendaraan bermotor yg berasal dari besi dan migas yg ada di dalam tanah dan hiduplah dengan child free agar tidak terjadi urbanisasi supaya penduduk tetap sedikit tidak seperti sekarang yg di dalam data statistik luas pulau jawa sekitar 120 jt km² sedangkan penduduknya sekitar 145 jt jiwa yg hidup di pulau jawa yg menyebabkan urbanisasi dan perluasan wilayah pemukiman ke kalimantan,0.0
masalahnya wilayah tropis gini dijadiin tumbalmereka di barat hingar bingar kota ga pernah mati 24 jam penggunaan pelastik pun juga sama asia kena salah tapi kalau lo liat di luar orang2 belanja masih banyak yang pake pelastik botol kaleng2 pun setiap harinya banyak dibuangkalau asia dan afrika ga bisa bergantungan hidup dari sumber daya alamnya trus darimana apa mau pihak eropa yang urus campur dengan embel2 eco friendly mining,0.0
xandxtorm5526 yg namanya mining itu pengerukan dalam bentuk apapun eco frendly itu frendlinya ke kita apa ke mereka,0.0
mereka orang2 barat itu selalu pake double standard kalo ma negara2 asia macam kita padahal mereka dah lebih dulu gundulin hutan2 mereka,0.0
percuma sii orang yang nanam sawit dan yg punya tambang aja ngsk tidur di kalimantan mereka ngak bakal perduli lalu mengharapkan pemerintah yakin lu yg bisa dilakukan adalah masyarakat harus bersatu dan melawan karna yang akan menerima dampak buruknya hanya masyarakat justru kalu kita diam saja mereka bakal senang mengeruk hasil dari bumi kalimantan ini,1.0
menteri lingkungan adem ayem,1.0
sedih sebenarnya lihat kalimantan dari dulu sampai sekarang habis dieksploitasi jangan harapin pemerintah deh masyarakat lokal harusnya yang berusaha melindungi lingkungan nya sendiri manusia rakus dari pulau jawa yang terus menerus mengeksploitasi kekayaan alam indonesia lahan lama kalimantan lahan baru yang segera berakhir seperti kalimantan adalah tanah papua,0.0
kompak lah semua warga kalimantan pertahankan hutan kalian demi masa depan anak cucu kalian,0.0
memang cuaca skrg makin extrem klo alam sudah rusak manusia juga akan punah,0.0
pembangunan di kalimantan itu hanya kiasa politik semua bermain petak kumpet secara logika ngapain bangun ibu kota di tengah hutan kenapa tidak membuat jalur rel kereta api saja ehh lupa kalau ada jalur kereta api nanti keliatan hutan yang gundul2 dari jendela kereta wkkw,0.0
tlg bahas bumn kita sektor terkait hutanamppemanfaatan yakni kertas kita pny pabrik kertas bhkn dlu sempat menjdi macan asia krn ekspor hingga timurtengah smua sblmampmsh kecilnya kompetisi oleh swasta sbg conto era kcil masa skolah dlu beli buku tulis merk letjesleces hebatnya dr smua anak kotaampbhkan diujung gunung bs beli krn terjangkau next muncul sidu swasta yg diklaim lbh bgus ttpi hrg terpaut jauh lbh dr produksi bumn kita bkn benah dlm kompetisi malah muncul isue disuntik mati baik dr pihak dlmluar hingga pd akhirnya monopoli trjdi hingga pasca kematian leces data terkait kbutuhan kertas domestik serupa kbutuhan pokok hal yg paling mencolok adlh dlm penggunaan rokok slmtkan bumn kita dr tangan2 culas krn sjatinya bumn kontrol ekonomi kita bangkitkan kembali pt kertas kita andai bulog tdk sangkut hajat hidup org byk hari ini kita pun dpt lihat runtuhnya tembok2 bangunan itu,1.0
merem om percuma,0.0
yusrilrzkyy9750 wakil rakyat kita yg terhormat dpr merem gak awasi kementrian kita merem bagai angin lalu pdhl kertas konsumsi harian dr sekolah kantor bakery produsen brg produsen sparepart sampai packaging rokok sumbang brp triliun kok malah matiampdimatikan skrg dikuasai swasta yg kaya anak turunnya,0.0
hutan kami di kalimanan habis karena ekploitas mereka yg di pulau jawa sana pembangunan kami jauh tertinggal sementara hasil alam kami habis dikuras dibawa keluar save borneo,0.0
terancam ancurrr negri wakanda,0.0
yg penting duit mumpung masih hidup ngumpulin duit masa depan hacur tak masalah biarkan cucu cicit yg nanggung pasti mereka pintarpintar mengatasinyabegitulah pikiran manusia serakahgugat secara internasional agar merasa malu negara ini oh iyaa muka merekamereka sudah tebal,0.0
nah iya kan trnyata byk yg berpikir sama waktu pertama kali saya mendengar kalimantan mau dibangun ikn kepikiran kalimantan ini kan pemasok oksigen dan paruparu dunia jika ada ikn dan pembangunan disekelilingnya dan nnt merambah ke seluruh pulau disana juga kan panas ya pasang ac pasti waktu tau disana susah air dan ngebangun tanggul sebenernya pejabat disana gimana ya ngurusnya kok gara2 ikn ini malah baru bangun,0.0
negara maju ayo kita tanam pohon untuk menyalamatkan dunianegara berflowerhehe boi,1.0
jd pilih presiden selanjutnya yg bnr ya pilih yg berani lawan oligarki bukan yg malah jadi bonekanya,1.0
selalu ada trade of antara kepentingan ekonomi dengan kerusakan lingkungan yang di timbulkannya tinggal di mana pemerintah dapat memberikan solusi jalan tengahnya agar kepentingan ekonomi terpenuhi tanpa menyebabkan adanya kerusakan lingkungan ekploitasi manusia terhadap alam menyebabkan ekploitasi manusia terhadap manusia semua itu terjadi karena keserakahan manusia keserakahan terjadi karena ketidakmampuan manusia mengendalikan keiingannya sesuai apa yg di bilang sama alquran telah tampak kerusakan didarat dan di laut akibat dari perbuatan tangan manusia allah menghendaki agar mereka merasakan sebagian dari akibat perbuatan mereka agar mereka kembali kepada jalan yg benar qs arrum 41,0.0
saya petani sawit nyari makan di sawitsiapa yang menikmati carbon,0.0
mungkin benar jika jkw orangnya bersih jujur tp kebijakan2 nya bak kue yang lezat bagi tikus2 berdasi,0.0
kita lihat saja apa yg akan terjadi setelah ibukota baru sudah berfungsi,1.0
kebutuhan masyarakat yg sejatinya hanyalah angan2 dan gak merata 39apa sih yg masyarakat butuhkan saat ini39 yg dikedepankan 39pride39 semata saja lagi dan lagi yg diuntungkan kembali ke lingkaran elit parpol itu sendiri gila deh gimana nasib asn yg pangkatnya masih rendah butuh pulangpergi ke kota asalnya sdgkan tiket mahal sekaligajinya cuma cukup buat hidup di kota orang boro2 cukup buat ongkos pesawat,0.0
sebagai warga kalimantan barat cuma bisa bilang quotmalas nak ngomong dahquot,1.0
ambil aja sawitnya kalau yg punya pemerintah,1.0
pusing lah butuhkemajuan juga butuh alamdan di dampingi keserkahankiamat semakin dekat,0.0
manusia akan binasa karena keserakahannya sendiri,0.0
oligarki yang harus tanggung jawab di dunia dan akhirat nanti,0.0
mayoritas pemilik lahan sawit dan perambahan hutan di kalimantan di miliki dan di lakukan pejabat2 dan pengusaha dr luar kalimantandgn embel2 hutan hgu dan csr,0.0
masalah ini yang tidak diberitakan oleh mediamedia pendukungnya media seharusnya netral namun kenyataannya media skrg juga ikut berpolitik menjadi alat untuk memberi image buruk lawan atau untuk menjatuhkan lawan tau lah siapa aja,0.0
modus bikin ibukota pdhl mah nebangin pohon,0.0
sekalian nitip pesan min di singkawang sering terjadi pengerukan tanah dulu ada gunung sekarang gunungnya dah habis di keruk jadi bukan hanya pohon tp sampai tanahnya pun diambilmakanya beberapa waktu lalu di singkawang terjadi banjir besar karena air yg dulu ditampung tanah di gunung tersebut dan pohon2 sekarang sudah botakgundul,0.0
bnyk pengusaha tambang kaya raya dari kalimantan mngkin mrk itu yg pd ngeruk dan bikin longsor,0.0
cranberriezsudah pasti bang pengusaha kasi pelicin ke pejabat aparat giliran rakyat protes rakyat malah ditindas banyak kasus seperti pak salim kancil disini terjadi pengusaha semakiiiiin kaya raya rakyat yg miskin dibiarkan semakin miskin kecemburuan sosial juga disana tinggi ga heran sering juga ilmu hitam utk melancarkan aksi rakus mereka ad tuh salah satu daerah tambang besar di kendawangan cari tau aj sendiri gimana kehidupan disana,0.0
sabar ya sodaraku saya tinggal di pulau jawa saya turut prihatin di pulau jawa pun masih daerah2 dijadikan kawasan industri dan kota mandiri sedih pastinya nanti semua desa akan berubah jadi kota desa2 cantik hanya tinggal kenangan saya jadi ingin pindah negara,0.0
paru2 dunia dibanggakan dan dijadikan alasan supaya indonesia tidak boleh maju dan berkembang pulau lain gimana khususnya p jawa dan luar negeri gimana,1.0
di temapatku kabupaten sukamara kalimantan kmarin terjadi bnjir hingga sebulanan awal tdk pernah bnjir separah ini sawit perusahaan terus meluas,0.0
kalian dukung tuh program jokowi yang merusak bangsa ini menghamburkan uang 600 t disaat negara ktitis,0.0
akankah tiba masanya di mana pohon pohon asli digantikan oleh pohon pohon sintetis,0.0
yang penting untuk pembangunan jawa dan supaya tidak ada mati lampu,0.0
sekarang pulau papua nih yg jd korban berikutnya selain tambang sawit dah mulai menggeliat disana,0.0
yuk bisa yuk masih 70 sisanya larang penebangan amp laksanakan reboisasi,0.0
pak kat dayak hutan kalimantan menyusut ditunggu mandau terbangnya buat ngusir pembabat hutan,0.0
cie cie yg senang kena banjir krn hutan nya habis hnya untuk cuan,0.0
haji nya semakin sugih,1.0
meteri nya konsep penyampaian bagusss bngtttt,2.0
kan presiden kita pengusaha kayuuu,1.0
memang media sjw saya harap wartawan dan karyawan dari narasi tinggal di hutan jangan di jakarta agar konsisten dengan beritanya,1.0
the end of the world can be stop now at this moment yes,1.0
yang komen cinta alam tapi masih buang sampah plastik sembarangan mana suaranya,1.0
cuma kamuyg lain ngk adawkwk,1.0
marsmello8670 ahaha,1.0
semoga para pemangku kebijakan tersadar semua jangan hanya aktif menjelang pemilihan saja tapi harus aktif juga tentang isu lingkungan hidup kitahaturnuhun narasi crew,1.0
cukup jakarta saja yg hancur dan tenggelam sebagai ibukota semoga kalimantan sebagai paru paru dunia masih memegang dan mejaga alamnya,0.0
apakah jokowi melihat video ini,1.0
ini narasi kadrun apa gimana jangan salah drun mau sebanyak apapun hutan ditebang tidak peduli yang penting pembangunan ikn berjalan lancar kalau ikn jadi kan kalian juga yang menikmatinya bahkan pekerja asing pun juga bisa menikmatinya ini semua sesuai dengan apa yang direncanakan pakde,0.0
ada negara meju yang punya hutan lebat,1.0
panglima kalimantan mohon kebijakannya ini berdampak sekali bagi saudara di kalimantan,0.0
httpsyoutubeqlb7vg4itoitu film documenter keren expedisi indonesia biru tambang kalimantan dan pejabat negara yg jd pemilik nya,0.0
setiap pembangunan psti selalu ada dampak jeleknya sederhananya macam bangun perumahan yg tdinya sawah,2.0
ya tapi jangan ugal2an dong tetap memperhatikan alam,0.0
gw kerja di pt kayu legal logging lokasi di gunungmas kalteng memang setiap hari siangmalam pohon besar ditumbang setiap harinya selama puluhan tahun baik oleh pt maupun warga sekitar gilagilaan menebang pohon,0.0
pertanyaannya sekarang orang yang buat rumah kaca dan sibuk membuat asap pabrik terus gak ada kompensasi ke kalimantan sedangkan orang kita yang sibuk menjaga hutan mereka sibuk mencemari alam kocak apa untungnya semua itu,0.0
saya asli orang jogjamerantau di kalimantan sejak tahun 2005 aduh saya sekarang benar2 menangis yg dulu kalimantan yg begitu perkasa dengan pohon pohon yg begitu besar hutan yg begitu luasgara gara tambang dan sawit kalimantan jadi hancursatwa satwa liar menjadi hilang,0.0
ijin tanya bang usaha tambang dan sawit ini pemilik sebagai pelaku nya itu orang asli kalimantan orang di luar kalimantan atau dari kalangan pemerintah,0.0
warior1195 kalo sawit sih bang yg sya dengar dari beberapa orang yg kerja banyaknya milik pejabat2 mantan bupati mantan walikota mantan gubernur rakyat biasa juga punya tapi kalah luaskalo dr luar wilayah saya kurang tau,0.0
monggo di coba dulu telen 10juta dolar per minggu baru bicara satwa liar dan kebun hijau ya,0.0
rodenthood kau telen 10jt atau pun lebih dri ituhidup seseorang berapa lama dan makan kenyang seberapa toh alam rusak manusia jga akan musnah,0.0
rodenthood sifat manuisa itu rakusgunungpun mau di makanwalau ngak akan muatdan semua kerakusan itu jga akhirnya akan ngak jdi apa2manusia itu cma bagian dri alam apapun yg di makandi minumdi hirup rusak maka manusianya pun akan rusaktanpa menyadarinya,0.0
bentar lagi jd kota metropolitan karena ibukota pindah pembangunan akan masiv dan hutan2 akan hilangpabrik2 di bangunpikir sendiri ya,0.0
rezim skrng makin parah,0.0
batalin saja bikin ikn di wilayah yg tdk bnyk bacot di sumatera atau sulawesi,0.0
yang dikota kota besar sih enak buat narasi perusakan hutanga sadar kota yang ditinggali saat ini dulunya hutan dan penuh satwa liar,0.0
bahas plumpang min bahas kok yg sdhquot ditayangin tipi luar,1.0
pemerintah mana peduli dengan lingkungan selama investor bisa mengisi kantong kantong pejabat,0.0
kebun sawit bisa memproduksi sekitar 18 ton oksigenhektartahundibandingkan dengan hutan tropis hny 7 ton oksigenhektartahun,0.0
blom nonton videonya bang emisi karbonnya juga gede dan tanahnya jadi gabisa ditanami tumbuhan lain jadi kebon sawit bakal homogen tolong lihat dampak buruknya lebih parah,0.0
muhammadraffizakaria2548 just saying ada risetnya juga itubtw aku dah nonton kok untuk buka lahan sawit mmg melepas bnyk karbon tp setidaknya ditanami tumbuhan lagi sawit yg bisa hasilkan oksigen bahkan lebih dari 2x yang dihasilkan hutan tropis dan krna ditanami tumbuhan lagi pelanpelan karbon akan diserap lagi walau perlu waktu lama dan ga akan sama kyk hutan tropis menurutku yang lebih merusak tambang ketika komoditinya abis mereka biasanya ninggalin site begitu aja jgnkan reboisasi lubang galian ga ditimbunmemang pro kontra si sawit dan tambang ini sisi baiknya mereka punya lapangan pekerjaan baru di sana memanfaatkan potensi kekayaan alam even sawit yg ternyata bisa menghasilkan oksigen yg ga kalah dgn yang dihasilkan hutan tropissisi buruknya keanekaragaman hayati berkurang apalagi kalau di hutan yg ditebang ada spesies langka terus habitat hewan di hutan jadi hilang blm lagi masalah sosial masyarakat yg menggantungkan hidupnya ke hutanlagian kalo terus menerus koar2 masalah lingkungan hutan ditebang emgnya itu jawa dulunya bukan hutan ya langsung bnyk gedungmalah ketika jawa overcrowd terus pada migrasi ke luar jawa di daerah2 ttp akan buka lahan juga buat hunian buat sawah kebun bedanya yg sawit sm tambang ini dilakukan perusahaan,1.0
menurutku sih pelaku usaha sawit dan tambang ini sudah melebihi batas bro kok sampe banjir besar gini,0.0
dadarmwndeforestasi hutan di jawa tidak begitu masif begoooo hutan di jawa tidak begitu luas kalimantan itu lebih luas daripada pulau jawa,0.0
therolldone bener sih udah melampau kalo sampe banjir nya meluas kyk gini,0.0
cukup anehsatu kalimantan mungkin satu negara ribut gara gara kalimantan disebut tempat jin buang anakdan semuanya seolah diam dan buta ketika tempatnya sendiri dibabad orang orang rakus yg jelas jelas merusak lingkunganya sendiri,0.0
ya tidak aneh buktinya dia yg nyebut begitu divonis bersalah yg cukup aneh itu ada komentar di sini yg mirip2lah dg komen mu tiba2 hilang entah krn terhapus atau dihapus,0.0
kalimantan kan hutan jgn lupa disitu juga banyak sungai² nya bagus lagi tapi sekarang bisa dijadikan utk menyelundupkan barang ilegal disungai sungai,0.0
innalilahi,0.0
wahai masyarakat kalimantan sadarlah kaliankalimantan salah satu paru paru dunia jgn sampai rusak klo sampai rusak pasti banyak bencana kedepanyalongsor dan banjiryg menikmati keuntungan dikalimantan cuma sebagian orang tapi klo dah rusakasyarakat kalimantan sndiri yg rugi,0.0
2023,1.0
min jangan hanya bahas hutan di kalimantan aja bahas jg hutan2 yg ada di indonesia,1.0
katanya dijual orang jawapadahal yang tinggal di sono orang kalimantanini negara apa penjajahan,0.0
masa bodo sama riemangnya gua pikirin,0.0
dari mulai hari ini jgn bilang lagi paru paru duniakarena kerusakan sudah terjadi tahun ke tahun pemerintah ke pemerintah tak ada perbaikan,0.0
bung karno bilang imperialisme tidak mati,1.0
apa lagi pembakaran hutan tiap tahun jadinya di kalimantan ada musim tambahan yaitu musim kabut hasil asap pembakaran hutan,0.0
baru ibukota ke kalimantan juga rusak sudah semua macet dmnaquot tolong ke papua aj ibukota dong,0.0
welcome to ikn mimpi buruk akan datang cepat atau lambat,0.0
gpp manusia semakin banyak populasinya alam akan menyeimbangkan semua bencana lah penyeimbangnya,0.0
sya yang berada dijawa turut prihatintetapi setelah mendengar ibu kota mw pindah ke kalimantansaya jadi senang akhirnya akan ada sedikit iringquotan pejabat dg mobil mewahnya dijalan ini,0.0
mereka menyuruh bangsa kita untuk menjaga oksigensedangkan mereka memproduksi penghasil karbon dg gencarnya dan menjual ke kitamereka sehatkah,0.0
sebagai warga kalimantan kami harus siap menyandang berbagai konsekuensi yg terjadi disini hutan yg hilang lubang tambang terbuka dan berbagai aktifitas serakah manusia lain yg kaya hanya segelintir tapi semua masyarakat menjadi terdampak,0.0
manusia jawa sbntr lg kalimantan di penuhi dengan manusia jawa,0.0
brianqj4kk kamu maunya gimana gk boleh ada kebun sawitgk boleh ada tambang yakin gk di demo rakyat kalimantansoal iknrakyat kalimantan juga mayoritas mendukung,2.0
brianqj4kk penduduk pulau jawa itu jauh lebih besar dari penduduk suku jawa itu sendiri artinya banyak pendatang dari luar jawa yang mencari hidup di pulau jawadan kita baik baik saja,1.0
jangan diam pak lawan kalau anda merasa warga kalimantan asli dan tempat leluhur anda ada disana jaga hutan jaga masa depan,0.0
brianqj4kk wkwk nyalahin suku lain karena udah hopeless dan helpless sama keadaan di kalimantan nikmatin gih mumpung masih ada kan bentar lagi jadi pulau ribuan kolam renang eh kolam tambang logika dipake kalo itu tanah lo ya lo yg nentuin kok seneng banget sama pertikaian sosial daripada ngelawan oligarki kebanyakan hirup asap kebakaran jadi otaknya agak geser,0.0
mantap semoga makin maju kalimantan biar kayak jawa yang hutan udah habis buat rumah penduduk,0.0
gue sebagai warga negara yang gak tinggal di kalimantan kira kira bisa bantu apa ya please sedih gue liatnya pengen kontribusi juga,1.0
salah satunya dgn cara teliti pilih pemimpin karena kebijakan2 yg luas dampaknya itu termasuk lingkungan mereka yg mengesahkan,1.0
kurangi penggunaan minyak goreng listrik gas kertas tisu,1.0
